,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
1353,현대 제네시스 DH,97,154770,2,3342,검정색,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,8.0,0.0,0.0,0.0,0.0,9.0,16780752,7.0,17672100,15500000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162948&gubun=K
1354,현대 더 뉴,123,172157,2,1998,흰색,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,1.0,759260,0.0,0,11500000,38,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161123&gubun=K
1355,현대 제네시스 BH330,135,94387,2,3342,은색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,6200000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162821&gubun=K
1356,현대 제네시스 DH,99,160593,2,3342,기타색상,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,2.0,598920,0.0,0,14500000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162825&gubun=K
1357,현대 제네시스 DH,90,125000,2,3342,흰색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,2.0,23019248,1.0,754000,18500000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136444&gubun=K
1358,현대 제네시스 쿠페,152,162000,2,3778,흰색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,2.0,1912266,0.0,0,5990000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156837&gubun=K
1359,현대 제네시스 GP500,139,178000,2,5038,갈색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,5.0,5455271,0.0,0,17000000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163144&gubun=K
1360,현대 제네시스 DH,97,94075,2,3778,회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,20800000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149110&gubun=K
1361,현대 제네시스 DH,77,80000,2,3342,회색 (코스모 그레이),0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,25900000,47,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153857&gubun=K
1362,현대 제네시스 BH330,166,96000,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,8.0,1.0,0.0,0.0,0.0,6.0,21520754,6.0,12546912,5900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162164&gubun=K
1363,현대 제네시스 BH330,162,149000,2,3342,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,1.0,774539,2.0,2473905,3600000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162165&gubun=K
1364,현대 제네시스 쿠페,161,159000,2,1998,청색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,6300000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2122422&gubun=K
1365,현대 제네시스 DH,98,145581,2,3778,검정색,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,27500000,38,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163709&gubun=K
1366,현대 더 뉴,129,82970,2,1998,진회색,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,7300000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2125304&gubun=K
1367,현대 제네시스 쿠페,153,159803,2,1998,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,6700000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163530&gubun=K
1368,현대 제네시스 BH330,127,112000,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,4.0,12400184,1.0,2479830,7200000,14,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161053&gubun=K
1369,현대 제네시스 BH380,123,95000,2,3778,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,8.0,1.0,0.0,0.0,0.0,4.0,61989960,2.0,3904543,7500000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163246&gubun=K
1370,현대 제네시스 ,126,160211,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,,,,,,,,,,10400000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134502&gubun=K
1371,현대 제네시스 쿠페,179,167938,2,1998,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,6200000,23,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157273&gubun=K
1372,현대 제네시스 DH,96,180378,2,3342,진회색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,15900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161663&gubun=K
1373,현대 더 뉴,127,142000,2,1998,회색,,,,,,,,,,,0,,,,,,,,,,10000000,38,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154698&gubun=K
1374,현대 제네시스 DH,89,131468,2,3342,은색투톤,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,4.0,2980135,0.0,0,18990000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163648&gubun=K
1375,현대 제네시스 BH330,133,178040,2,3342,흰색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,6.0,3835736,3.0,1528178,6500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163645&gubun=K
1376,현대 제네시스 BH380,178,118021,2,3778,검정색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,2.0,772801,1.0,1721520,7900000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163646&gubun=K
1377,현대 제네시스 DH,101,107534,2,3342,검정색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,4.0,2699975,0.0,0,17900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163649&gubun=K
1378,현대 제네시스 쿠페,148,132053,2,3778,흰색,,,,,,,,,,,1,5.0,0.0,0.0,0.0,0.0,7.0,10756640,1.0,979373,6700000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156043&gubun=K
1379,현대 제네시스 쿠페,160,136982,2,1998,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,5.0,4298090,5.0,3062582,4500000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158356&gubun=K
1380,현대 제네시스 쿠페,178,178277,2,1998,진회색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7850000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163626&gubun=K
1381,현대 제네시스 BH330,123,285000,2,3342,은색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,4100000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159009&gubun=K
1382,현대 제네시스 BH330,129,387000,2,3342,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,,,,,,,,,,4500000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160904&gubun=K
1383,현대 제네시스 DH,89,393000,가솔린/LPG겸용,3342,은색,,,,,,,,,,,1,,,,,,,,,,11500000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160905&gubun=K
1384,현대 제네시스 DH,102,180000,2,3342,은색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,12500000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163194&gubun=K
1385,현대 제네시스 BH330,133,281000,2,3342,검정색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,3900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163252&gubun=K
1386,현대 제네시스 ,136,170000,2,3342,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,5900000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162533&gubun=K
1387,현대 제네시스 DH,80,90247,2,3342,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,4.0,6400856,1.0,1166198,17490000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160333&gubun=K
1388,현대 제네시스 DH,107,151841,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,4.0,3650724,0.0,0,15400000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162597&gubun=K
1389,현대 제네시스 쿠페,158,97002,2,1998,검정색,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,5.0,4418948,1.0,673680,5200000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162958&gubun=K
1390,현대 제네시스 쿠페,179,173453,2,1998,검정색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,5700000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157275&gubun=K
1391,현대 제네시스 쿠페,149,160820,2,1998,주황색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,5500000,23,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162829&gubun=K
1392,현대 제네시스 DH,73,119000,2,3342,검정색,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,4.0,3816814,1.0,933060,18600000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160441&gubun=K
1393,현대 제네시스 쿠페,168,160425,2,1998,흰색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1401678,2.0,1537898,5300000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156801&gubun=K
1394,현대 제네시스 DH,97,129849,2,3778,진회색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,4.0,31392967,3.0,41539742,18900000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160159&gubun=K
1395,현대 제네시스 쿠페,154,142977,2,3778,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,6900000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2138670&gubun=K
1396,현대 제네시스 ,138,189000,2,5038,청색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,,,,,,,,,,20500000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149511&gubun=K
1397,현대 제네시스 DH,104,214000,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,17900000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161792&gubun=K
1398,현대 제네시스 DH,91,223668,2,3342,검정색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,4.0,15210231,1.0,5645140,12800000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2141148&gubun=K
1399,현대 제네시스 DH,105,256652,2,3342,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,15900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163193&gubun=K
1400,현대 더 뉴,109,72150,2,1998,진회색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,7990000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157191&gubun=K
1401,현대 제네시스 BH330,162,74350,2,3342,회색,,,,,,,,,,,1,,,,,,,,,,4400000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162332&gubun=K
1402,현대 제네시스 쿠페,155,173369,2,3778,흰색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,10500000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161958&gubun=K
1403,현대 제네시스 DH,90,83994,2,3342,회색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,3.0,6252490,2.0,2465980,19300000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155171&gubun=K
1404,현대 제네시스 쿠페,179,153000,2,1998,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,4900000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161894&gubun=K
1405,현대 제네시스 쿠페,145,160241,2,1998,진회색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,6.0,3623852,1.0,646185,6700000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159958&gubun=K
1406,현대 제네시스 쿠페,166,117325,2,1998,검정색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,8800000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160068&gubun=K
1407,현대 더 뉴,98,133380,2,3778,검정색,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,17300000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160839&gubun=K
1408,현대 더 뉴,125,114000,2,1998,빨간색,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,16300000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145195&gubun=K
1409,현대 제네시스 쿠페,148,187000,2,3778,진회색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,6500000,18,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158253&gubun=K
1410,현대 제네시스 DH,106,72544,2,3342,흰색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,23590000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160608&gubun=K
1411,현대 제네시스 쿠페,165,70600,2,1998,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,,,,,,,,,,6500000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159805&gubun=K
1412,현대 제네시스 DH,74,77000,2,3342,검정색,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,24000000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158293&gubun=K
1413,현대 제네시스 BH380,173,200500,2,3778,검정색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,,,,,,,,,,7000000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157991&gubun=K
1414,현대 제네시스 DH,98,115927,2,3778,검정색,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,22500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157557&gubun=K
1415,현대 제네시스 DH,88,252000,2,3342,진회색,,,,,,,,,,,1,,,,,,,,,,15500000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157211&gubun=K
1416,현대 제네시스 쿠페,152,248000,2,3778,검정색,,,,,,,,,,,0,,,,,,,,,,5900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153297&gubun=K
1417,현대 더 뉴,125,205000,2,1998,빨간색,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,9300000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155846&gubun=K
1418,현대 제네시스 쿠페,154,195000,2,1998,흰색 (핑크),,,,,,,,,,,0,,,,,,,,,,4900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153132&gubun=K
1419,현대 제네시스 쿠페,163,113000,2,3778,빨간색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,11900000,39,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152601&gubun=K
1420,현대 더 뉴,129,90000,2,1998,진회색,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,12900000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152602&gubun=K
1421,현대 제네시스 DH,90,192394,2,3342,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,14500000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2123455&gubun=K
1422,현대 제네시스 ,171,160277,2,3778,은색,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,6990000,11,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149001&gubun=K
1423,현대 더 뉴,119,117941,2,3778,흰색,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,17990000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147008&gubun=K
1424,현대 제네시스 쿠페,158,152000,2,1998,진회색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7200000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147093&gubun=K
1425,현대 제네시스 쿠페,167,126000,2,1998,흰색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,7900000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147007&gubun=K
1426,현대 제네시스 쿠페,163,149000,2,1998,빨간색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7500000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147006&gubun=K
1427,현대 제네시스 쿠페,162,163858,2,1998,흰색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,6700000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147005&gubun=K
1428,현대 제네시스 쿠페,134,130000,2,3778,검정색,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,9900000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140251&gubun=K
1429,현대 제네시스 쿠페,162,166000,2,3778,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,8400000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140250&gubun=K
1430,현대 제네시스 쿠페,178,110000,2,1998,진회색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7700000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140248&gubun=K
1431,현대 제네시스 쿠페,179,117000,2,1998,진회색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,7400000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140247&gubun=K
1432,현대 제네시스 쿠페,157,109498,2,1998,파란색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,9700000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134904&gubun=K
1433,현대 팰리세이드 3.8,36,7141,2,3778,파란색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,2.0,1561150,2.0,2162921,36900000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159079&gubun=K
1434,현대 팰리세이드 ,37,79000,0,2199,진청색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,28500000,73,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155510&gubun=K
1435,현대 팰리세이드 2.2,40,59883,0,2199,검정색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,1.0,13662600,0.0,0,34000000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156652&gubun=K
1436,현대 팰리세이드 ,3,15,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,1500000,운용,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154216&gubun=K
1437,현대 팰리세이드 3.8,31,31130,2,3778,흰색,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,43190000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150611&gubun=K
1438,현대 팰리세이드 2.2,25,38163,0,2199,흰색,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,615569,2.0,3572498,39990000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161667&gubun=K
1439,현대 팰리세이드 3.8,40,23544,2,3778,청색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,36990000,86,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161694&gubun=K
1440,현대 팰리세이드 2.2,27,18818,0,2199,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,39200000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162127&gubun=K
1441,현대 팰리세이드 ,30,26000,2,3778,진청색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,41900000,98,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162043&gubun=K
1442,현대 팰리세이드 3.8,28,13400,0,3778,진청색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,412580,41300000,96,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158330&gubun=K
1443,현대 팰리세이드 3.8,39,112746,2,3778,청색,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,30800000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161064&gubun=K
1444,현대 팰리세이드 2.2,28,26500,0,2199,흰색,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,41300000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159490&gubun=K
1445,현대 팰리세이드 3.8,41,22144,2,3778,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,33900000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160415&gubun=K
1446,현대 팰리세이드 2.2,41,37185,0,2199,진회색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,29840000,1.0,5830000,38400000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159276&gubun=K
1447,현대 팰리세이드 ,34,17000,0,2199,흰색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,44500000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162790&gubun=K
1448,현대 팰리세이드 3.8,39,30708,2,3778,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,814888,1.0,437490,38500000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152114&gubun=K
1449,현대 팰리세이드 2.2,37,85932,0,2199,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,33900000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152108&gubun=K
1450,현대 팰리세이드 2.2,32,30435,0,2199,베이지색,,,,,,,,,,,1,,,,,,,,,,36000000,86,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160886&gubun=K
1451,현대 팰리세이드 3.8,32,25000,2,3778,흰색,,,,,,,,,,,1,,,,,,,,,,36800000,91,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160870&gubun=K
1452,현대 팰리세이드 3.8,36,7141,2,3778,파란색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,2.0,1561150,2.0,2162921,36900000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159079&gubun=K
