,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
99,현대 그랜저HG 하이브리드,106,136659,가솔린 하이브리드,2359,검정색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,4.0,0.0,0.0,0.0,0.0,2.0,17916408,1.0,339598,8990000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136187&gubun=K
100,현대 그랜저HG 300,138,158350,2,2999,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,7.0,5949829,4.0,4433260,5690000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151906&gubun=K
101,현대 그랜저IG 3.0,83,53780,2,2999,검정색,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,8.0,1.0,0.0,0.0,0.0,4.0,26040858,1.0,2866500,19500000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154988&gubun=K
102,현대 그랜저HG 300,79,105750,1,2999,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,1.0,351840,0.0,0,9990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158935&gubun=K
103,현대 그랜저IG 3.0,55,18335,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,0.0,0.0,0.0,2.0,549070,2.0,2128246,21990000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155335&gubun=K
104,현대 그랜저HG 300,130,98992,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,4.0,12514155,3.0,4799651,8990000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155349&gubun=K
105,현대 그랜저HG 240,138,73494,2,2359,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,2.0,2272434,2.0,13850998,7800000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156516&gubun=K
106,현대 그랜저HG 하이브리드,107,86882,가솔린 하이브리드,2359,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,5.0,5876279,3.0,2604026,14800000,39,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159280&gubun=K
107,현대 그랜저HG 240,135,97593,2,2359,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,5030626,3.0,2055304,7990000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161761&gubun=K
108,현대 그랜저IG 3.0,65,72087,2,2999,진회색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,4.0,1.0,0.0,0.0,0.0,2.0,15315060,0.0,0,17700000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162573&gubun=K
109,현대 더 뉴,18,7313,1,2999,진회색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,1600100,0.0,0,29990000,80,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150760&gubun=K
110,현대 그랜저HG 240,100,96323,2,2359,검정색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,5.0,16881149,3.0,7023518,8700000,29,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156990&gubun=K
111,현대 그랜저IG 하이브리드,53,127365,가솔린 하이브리드,2359,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,19390000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162245&gubun=K
112,현대 더 뉴,27,42273,2,2497,진회색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,22799640,4.0,6317010,28200000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162247&gubun=K
113,현대 그랜저HG 220,82,162933,0,2199,검정색,,,,,,,,,,,1,4.0,0.0,0.0,0.0,0.0,3.0,3478469,1.0,560420,10500000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162582&gubun=K
114,현대 더 뉴,15,21122,2,2497,흰색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,31200000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163362&gubun=K
115,현대 그랜저HG ,103,96836,0,2199,검정색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,15900000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160590&gubun=K
116,현대 그랜저HG ,138,171161,1,2999,흰색,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,3.0,10260200,1.0,455000,8950000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160423&gubun=K
117,현대 그랜저IG 3.0,61,81379,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1890902,17500000,64,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162522&gubun=K
118,현대 그랜저HG 300,79,131211,1,2999,검정색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162854&gubun=K
119,현대 그랜저IG 3.0,43,53678,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,3.0,2230430,1.0,465430,18800000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163213&gubun=K
120,현대 그랜저HG 300,138,187315,2,2999,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,6.0,7516085,2.0,1113520,5700000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163337&gubun=K
121,현대 그랜저IG 3.3,51,77232,2,3342,진회색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1233530,1.0,682950,19390000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163505&gubun=K
122,현대 그랜저HG 300,91,156383,2,2999,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,402280,11500000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163600&gubun=K
123,현대 그랜저HG 220,89,209653,0,2199,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,5.0,3407684,2.0,2883548,8400000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157237&gubun=K
124,현대 그랜저IG 3.0,84,95766,2,2999,검정색,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,4.0,6114416,2.0,3346260,17300000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160342&gubun=K
125,현대 그랜저HG 240,116,119169,2,2359,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,7.0,1.0,0.0,0.0,0.0,5.0,29594516,2.0,1655060,7200000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160307&gubun=K
126,현대 그랜저IG 2.4,61,86660,2,2359,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,2.0,27068730,1.0,11890000,14490000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160447&gubun=K
127,현대 그랜저HG 300,141,163439,2,2999,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,3.0,1985988,2.0,901480,5900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160443&gubun=K
128,현대 그랜저IG 2.4,61,67552,2,2359,진회색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,4.0,0.0,0.0,0.0,0.0,1.0,0,2.0,459438,14800000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161275&gubun=K
129,현대 그랜저HG 300,125,106369,2,2999,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,7.0,6817294,2.0,447008,7300000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161278&gubun=K
130,현대 그랜저IG 3.0,51,187298,1,2999,흰색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,12900000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161853&gubun=K
131,현대 그랜저HG 240,131,142574,2,2359,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,4.0,2208859,3.0,1793246,9900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162064&gubun=K
132,현대 그랜저IG ,84,154000,1,2999,은색,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,11500000,40,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155629&gubun=K
133,현대 그랜저HG 300,111,179592,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,0.0,0.0,0.0,0.0,3.0,1611576,3.0,3471818,7990000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162499&gubun=K
134,현대 그랜저IG 3.0,62,99119,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,1595629,0.0,0,18200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162593&gubun=K
135,현대 그랜저HG 300,134,170897,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1582310,1.0,611988,6800000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162619&gubun=K
136,현대 그랜저HG 300,97,98119,2,2999,흰색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,3.0,2408531,1.0,0,12500000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162795&gubun=K
137,현대 그랜저IG 2.4,61,95759,2,2359,검정색,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,3.0,7060654,4.0,5848029,17000000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163245&gubun=K
138,현대 그랜저HG 240,103,111127,2,2359,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,7.0,11189443,4.0,6875373,9900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163566&gubun=K
139,현대 그랜저IG 2.4,57,110308,2,2359,회색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,16100000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163603&gubun=K
140,현대 그랜저HG 300,136,175288,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,6.0,11153338,0.0,0,5990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162705&gubun=K
141,현대 그랜저IG 하이브리드,49,65417,가솔린 하이브리드,2359,진회색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,2829583,1.0,3322100,29500000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162313&gubun=K
142,현대 그랜저HG 하이브리드,101,127000,가솔린 하이브리드,2359,흰색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,6.0,1.0,0.0,0.0,0.0,3.0,23212410,2.0,9500000,9200000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161774&gubun=K
143,현대 그랜저HG 300,101,150000,2,2999,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,7.0,31363337,1.0,924600,6900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162626&gubun=K
144,현대 그랜저IG 2.4,65,85276,2,2359,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,789118,2.0,1065281,16890000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162228&gubun=K
145,현대 그랜저IG ,54,43000,2,2359,검정색,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,15500000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2137747&gubun=K
146,현대 그랜저HG 300,144,120000,1,2999,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,7.0,0.0,0.0,0.0,0.0,8.0,21158304,3.0,3459705,7900000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163260&gubun=K
147,현대 그랜저HG 240,138,187691,2,2359,검정색,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,2.0,1187500,0.0,0,6900000,23,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159104&gubun=K
148,현대 그랜저TG Q270,212,150419,2,2656,흰색,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,7.0,4984810,3.0,2352155,2600000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161952&gubun=K
149,현대 그랜저IG 3.0,66,129536,1,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,685637,1.0,8146000,15900000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163487&gubun=K
150,현대 그랜저HG 220,106,177078,0,2199,흰색,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,7.0,4175295,3.0,3636340,9800000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160298&gubun=K
151,현대 그랜저IG ,84,87841,0,2199,흰색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,24300000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162841&gubun=K
152,현대 그랜저IG 2.4,71,57561,2,2359,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,7724873,1.0,8535968,19990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143102&gubun=K
153,현대 그랜저HG 300,117,206406,1,2999,진회색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,4152000,6300000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153033&gubun=K
154,현대 그랜저HG 240,139,200445,2,2359,흰색,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,8.0,0.0,0.0,0.0,0.0,5.0,7600109,2.0,1129378,7700000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155237&gubun=K
155,현대 그랜저IG 3.0,52,110083,1,2999,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,16990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155639&gubun=K
156,현대 그랜저HG 240,110,79852,2,2359,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,6.0,4986535,1.0,648330,10800000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157020&gubun=K
157,현대 그랜저HG 300,127,121171,2,2999,검정색,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,8.0,5467220,0.0,0,8900000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157037&gubun=K
158,현대 그랜저HG 300,86,247709,1,2999,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,5990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161557&gubun=K
159,현대 그랜저IG ,71,225276,1,2999,흰색,,,,,,,,,,,0,,,,,,,,,,9700000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162668&gubun=K
160,현대 그랜저HG ,104,140000,2,2999,흰색,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,18900000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157919&gubun=K
161,현대 그랜저HG 300,138,170000,1,2999,흰색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,1.0,2061290,2.0,1627593,8800000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162528&gubun=K
162,현대 그랜저HG 300,109,140000,1,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,5.0,3135207,0.0,0,9700000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162535&gubun=K
163,현대 그랜저HG 220,94,113000,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,2.0,854260,3.0,2832960,11400000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162849&gubun=K
164,현대 그랜저HG 220,103,130000,0,2199,흰색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,5.0,6294901,3.0,3890040,12500000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162850&gubun=K
165,현대 그랜저HG 300,136,126000,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,4.0,2990062,2.0,1985889,7500000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156264&gubun=K
166,현대 그랜저HG ,143,179603,2,2999,흰색,,,,,,,,,,,0,,,,,,,,,,9900000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163455&gubun=K
167,현대 그랜저HG ,79,87311,2,2359,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,15700000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2152807&gubun=K
168,현대 그랜저IG 3.0,61,222416,0,2999,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,3.0,5184499,0.0,0,10990000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158502&gubun=K
169,현대 그랜저HG 300,143,192879,2,2999,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,5.0,10969916,6.0,5680880,5800000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161509&gubun=K
170,현대 그랜저HG 300,126,210615,2,2999,검정색,,,,,,,,,,,1,3.0,0.0,0.0,0.0,0.0,4.0,9311263,3.0,7281803,5300000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162764&gubun=K
171,현대 그랜저IG 하이브리드,60,54373,가솔린 하이브리드,2359,진회색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,490130,0.0,0,32100000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158294&gubun=K
172,현대 그랜저IG 하이브리드,60,53564,가솔린 하이브리드,2359,진회색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,3.0,4132863,1.0,693270,31000000,74,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158295&gubun=K
173,현대 그랜저IG 3.0,72,71477,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,437428,1.0,1332460,24000000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161304&gubun=K
174,현대 그랜저IG 2.4,37,72388,2,2359,진회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,24800000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161297&gubun=K
175,현대 더 뉴,17,13000,가솔린 하이브리드,2359,진회색,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,39990000,96,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162006&gubun=K
176,현대 더 뉴,32,35000,2,2497,흰색,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,,,,,,,,,,36000000,87,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162250&gubun=K
177,현대 뉴그랜저XG 2.0,221,120000,2,1998,검정색,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,4200000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163265&gubun=K
178,현대 그랜저HG 240,128,95000,2,2359,흰색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,13000000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162360&gubun=K
179,현대 그랜저TG L330,198,151526,2,3342,은색,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,,,,,,,,,,2500000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163312&gubun=K
180,현대 그랜저IG 2.4,65,157477,2,2359,검정색,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,,,,,,,,,,12500000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160057&gubun=K
181,현대 그랜저HG 300,133,64556,2,2999,은색,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1220200,0.0,0,8900000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163141&gubun=K
182,현대 그랜저 2.,399,195836,2,1997,검정색,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,,,,,,,,,,9000000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2139842&gubun=K
183,현대 그랜저HG ,102,117311,2,2359,검정색,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,12900000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154619&gubun=K
184,현대 그랜저HG 2.2,103,206660,0,2199,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,2.0,1006698,2.0,1289107,8000000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148897&gubun=K
185,현대 그랜저HG ,134,128385,2,2999,은색,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,,,,,,,,,,8990000,23,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162696&gubun=K
186,현대 그랜저IG 3.0,58,24850,1,2999,검정색,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,,29000000,86,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156669&gubun=K
187,현대 그랜저HG 240,109,77945,2,2359,검정색,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,,,,,,,,,,5900000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162351&gubun=K
188,현대 더 뉴,48,36445,2,2497,흰색,,,,,,,,,,,1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,34900000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154990&gubun=K
189,현대 더 뉴,27,22506,가솔린 하이브리드,2359,검정색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,2.0,2754101,1.0,1460024,38990000,,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154306&gubun=K
190,현대 더 뉴,26,42703,2,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,30500000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154991&gubun=K
191,현대 더 뉴,26,40741,2,2497,흰색,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,1039158,0.0,0,30590000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154993&gubun=K
192,현대 그랜저HG 240,85,43255,2,2359,흰색,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,1.0,652878,0.0,0,16390000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156286&gubun=K
193,현대 그랜저IG 2.4,84,59765,2,2359,검정색,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,21000000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156553&gubun=K
194,현대 그랜저TG Q270,172,920000,2,2656,검정색,,,,,,,,,,,1,,,,,,,,,,2500000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161919&gubun=K
195,현대 그랜저HG ,141,164729,2,3342,검정색,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,,,,,6980000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161722&gubun=K
196,현대 그랜저IG ,59,75276,2,2999,검정색,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0,1.0,852268,22500000,64,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157768&gubun=K
